sku,product type,price,availability,number of products sold,revenue generated,customer demographics,stock levels,order date,lead times,order quantities,shipping date,shipping times,shipping carriers,shipping costs,supplier name,location,lead time,production volumes,manufacturing lead time,manufacturing costs,inspection results,defect rates,transportation modes,routes,costs
SKU122,skincare,83.62039868,80,874,73084.22845,Unknown,34,26-11-2018,12,39,04-12-2018,2,Carrier C,2.611339395,Supplier 3,Chennai,6,247,5,74.81632312,Fail,2.902202971,Sea,Route B,743.0979206
SKU123,skincare,100.758038,33,564,56827.53341,Female,65,03-11-2020,20,39,28-11-2020,8,Carrier B,5.344566409,Supplier 4,Chennai,17,895,8,88.45333922,Fail,0.04905533,Sea,Route A,258.5472116
SKU124,skincare,55.42008331,26,166,9199.73383,Male,1,31-10-2018,19,44,29-11-2018,4,Carrier B,2.582471787,Supplier 3,Chennai,25,487,9,63.5225975,Pending,3.064300927,Rail,Route C,637.659434
SKU125,haircare,33.57576718,19,628,21085.58179,Unknown,11,28-04-2016,9,44,26-05-2016,8,Carrier C,4.770480733,Supplier 2,Kolkata,20,385,17,27.89195065,Pending,2.285783509,Sea,Route A,587.7436799
SKU126,cosmetics,22.48991975,32,316,7106.814641,Non-binary,75,18-06-2019,4,31,19-07-2019,3,Carrier C,5.275153101,Supplier 3,Mumbai,28,668,25,18.69293745,Pending,3.63252625,Road,Route A,175.7273785
SKU127,skincare,86.51533762,41,772,66789.84064,Unknown,81,19-12-2018,13,64,23-01-2019,4,Carrier C,6.724895366,Supplier 3,Kolkata,31,699,8,27.04597631,Pass,1.802216523,Road,Route A,758.7789894
SKU128,haircare,8.089894963,12,331,2677.755233,Male,57,18-01-2019,24,40,20-02-2019,7,Carrier B,9.455952188,Supplier 4,Kolkata,26,758,33,53.66605816,Pending,0.953686945,Road,Route C,880.2544616
SKU129,skincare,16.17429137,21,381,6162.405011,Female,50,08-06-2016,29,73,16-07-2016,8,Carrier C,4.760384283,Supplier 4,Mumbai,30,895,25,94.84156698,Fail,2.866341533,Rail,Route A,419.5327808
SKU130,cosmetics,100.7089397,44,351,35348.83785,Unknown,46,21-09-2019,11,57,23-10-2019,8,Carrier C,7.550227126,Supplier 5,Mumbai,24,312,3,10.44151169,Fail,2.835353007,Sea,Route B,792.0376257
SKU131,haircare,35.58379732,6,25,889.594933,Male,100,13-04-2018,8,57,13-05-2018,6,Carrier B,5.24405402,Supplier 2,Chennai,24,815,27,67.31462177,Pass,3.053449267,Rail,Route A,511.0740383
SKU132,haircare,43.58910143,89,26,1133.316637,Female,20,07-11-2018,14,20,01-12-2018,4,Carrier B,5.763798361,Supplier 1,Bangalore,20,738,13,10.55556048,Pass,1.810155193,Road,Route C,181.5558546
SKU133,skincare,53.0762002,63,511,27121.9383,Non-binary,90,03-07-2016,1,25,17-07-2016,3,Carrier B,8.884273411,Supplier 4,Kolkata,11,892,6,79.19410288,Pending,1.383850139,Air,Route A,189.5354432
SKU134,cosmetics,26.60039052,24,315,8379.123015,Non-binary,58,26-07-2020,1,34,24-08-2020,3,Carrier C,5.773764915,Supplier 3,Mumbai,26,621,31,17.63615608,Pending,3.954093791,Road,Route A,171.9782155
SKU135,haircare,53.39535293,62,224,11960.55906,Unknown,0,05-03-2016,19,49,27-03-2016,1,Carrier B,8.444946911,Supplier 2,Delhi,21,622,26,68.15129141,Pending,2.353509377,Rail,Route A,475.9093405
SKU136,skincare,13.77051714,50,245,3373.7767,Non-binary,55,27-09-2018,18,15,20-10-2018,4,Carrier A,2.220707535,Supplier 3,Bangalore,19,741,12,21.25894857,Pending,3.528418344,Sea,Route A,738.6661261
SKU137,haircare,11.55775824,10,595,6876.866151,Unknown,39,29-12-2018,28,87,09-01-2019,9,Carrier B,4.040454223,Supplier 5,Mumbai,2,182,22,25.18978069,Pending,0.354202647,Air,Route A,684.2809523
SKU138,cosmetics,85.78495271,16,455,39032.15348,Female,33,12-06-2019,28,88,23-06-2019,8,Carrier C,4.833862245,Supplier 1,Delhi,3,352,4,62.48956383,Pass,0.579239514,Sea,Route C,571.4857886
SKU139,haircare,8.081472834,11,329,2658.804562,Male,58,15-11-2017,24,40,17-12-2017,7,Carrier B,9.34791585,Supplier 4,Kolkata,25,782,31,50.69906562,Pending,1.000957363,Road,Route C,939.0069973
SKU140,skincare,4.753728807,30,871,4140.497791,Non-binary,0,10-11-2019,5,51,21-11-2019,8,Carrier A,3.685922966,Supplier 1,Delhi,3,458,4,97.70901528,Fail,3.110724414,Air,Route A,935.8756825
SKU141,haircare,70.68723026,33,32,2261.991368,Non-binary,35,22-12-2018,18,14,03-01-2019,3,Carrier C,7.101565421,Supplier 2,Mumbai,9,126,18,23.84333303,Fail,1.824906601,Rail,Route B,720.2923122
SKU142,skincare,16.55814538,2,240,3973.954892,Male,70,01-10-2018,9,52,03-11-2018,9,Carrier A,9.185015047,Supplier 5,Bangalore,24,180,11,98.60565728,Pending,1.507519088,Road,Route B,589.7015654
SKU143,haircare,81.54535944,98,622,50721.21357,Unknown,70,26-02-2019,25,85,31-03-2019,10,Carrier A,7.800050994,Supplier 5,Chennai,23,612,21,31.18068549,Pass,4.745147993,Air,Route B,485.9449463
SKU144,haircare,3.236762354,61,65,210.389553,Male,51,19-02-2016,17,1,07-03-2016,9,Carrier A,8.2988391,Supplier 4,Mumbai,8,505,10,68.06763106,Fail,3.677518852,Road,Route A,503.2075405
SKU145,haircare,2.989923674,68,905,2705.880925,Female,40,07-08-2020,7,1,15-08-2020,5,Carrier A,5.077278527,Supplier 4,Delhi,3,873,7,80.2870918,Fail,0.359940844,Rail,Route A,335.6503973
SKU146,skincare,102.9778096,19,312,32129.0766,Unknown,23,19-12-2020,10,70,31-12-2020,6,Carrier A,9.357548971,Supplier 1,Chennai,29,347,6,68.87948415,Pass,4.244096128,Air,Route B,522.5510302
SKU147,haircare,92.41146413,103,625,57757.16508,Unknown,80,22-05-2019,28,79,26-06-2019,10,Carrier A,7.685914946,Supplier 5,Chennai,25,543,20,36.64777198,Pass,4.80236138,Air,Route B,468.230307
SKU148,haircare,1.756328788,92,151,265.205647,Non-binary,97,11-03-2017,27,71,26-03-2017,3,Carrier B,4.345277832,Supplier 4,Bangalore,12,136,15,59.27297023,Fail,2.501530758,Road,Route A,227.561274
SKU149,skincare,88.02531187,13,138,12147.49304,Female,72,02-07-2020,29,79,25-07-2020,6,Carrier C,4.64790977,Supplier 1,Delhi,17,328,8,8.757518434,Fail,0.160032845,Air,Route C,785.6260541
SKU150,haircare,65.82079288,14,629,41401.27872,Unknown,56,03-05-2018,8,59,05-06-2018,6,Carrier B,1.205042139,Supplier 2,Chennai,27,956,1,39.18867602,Fail,0.31545484,Rail,Route B,212.6812962
SKU151,skincare,14.61950587,99,731,10686.85879,Female,60,22-03-2016,30,35,17-04-2016,2,Carrier A,10.61939263,Supplier 3,Mumbai,24,520,29,34.66948123,Pending,4.765788484,Road,Route B,540.17444
SKU152,skincare,19.65178037,27,169,3321.150883,Female,75,06-12-2020,27,33,31-12-2020,3,Carrier A,5.233705623,Supplier 2,Kolkata,32,798,3,8.956890194,Fail,1.572360544,Air,Route B,614.0156775
SKU153,skincare,101.5726293,21,568,57693.25345,Non-binary,64,29-11-2016,28,73,27-12-2016,5,Carrier B,2.230940816,Supplier 1,Kolkata,23,557,15,5.46830955,Pending,0.097924105,Air,Route B,867.956359
SKU154,cosmetics,2.181134754,8,395,861.5482277,Female,54,23-02-2018,16,19,11-03-2018,4,Carrier B,10.83586774,Supplier 1,Mumbai,12,172,5,56.48689733,Fail,0.769453518,Air,Route A,124.2849303
SKU155,skincare,15.96545366,8,999,15949.4882,Non-binary,46,31-05-2016,13,80,18-06-2016,2,Carrier C,7.925123317,Supplier 5,Kolkata,16,789,2,97.07961684,Pass,1.760392849,Road,Route B,824.497628
SKU156,skincare,67.20724698,32,973,65392.65131,Unknown,10,07-04-2016,27,85,05-05-2016,1,Carrier A,7.016370262,Supplier 2,Chennai,27,982,25,44.45107211,Pending,3.473881997,Rail,Route B,1020.094821
SKU157,skincare,5.088987864,22,862,4386.707539,Non-binary,0,01-08-2018,3,57,12-08-2018,8,Carrier A,4.066297762,Supplier 1,Delhi,3,454,2,99.88027461,Fail,2.874475974,Air,Route A,925.5436842
SKU158,cosmetics,84.32192691,19,96,8094.904984,Unknown,87,24-01-2020,25,7,28-02-2020,6,Carrier C,2.696803801,Supplier 5,Delhi,29,179,28,14.07736227,Pass,3.026665799,Rail,Route A,307.9700495
SKU159,haircare,11.24422977,7,602,6769.026321,Unknown,33,28-04-2020,29,88,08-05-2020,9,Carrier B,3.835509316,Supplier 5,Mumbai,1,191,25,27.5809049,Pending,0.394010992,Air,Route A,727.0719227
SKU160,cosmetics,6.507006727,14,635,4131.949272,Female,71,04-01-2016,4,21,11-01-2016,6,Carrier A,9.241334009,Supplier 2,Bangalore,1,263,10,29.34760944,Pending,2.257940903,Road,Route A,404.683568
SKU161,haircare,45.47563472,94,27,1227.842137,Female,17,31-05-2016,10,17,28-06-2016,4,Carrier B,6.481478004,Supplier 1,Bangalore,24,737,15,10.81361597,Pass,1.714745168,Road,Route C,172.7667539
SKU162,haircare,39.35038537,29,170,6689.565513,Non-binary,4,26-11-2019,10,54,06-12-2019,8,Carrier B,1.084476312,Supplier 2,Bangalore,2,404,21,101.477456,Fail,1.961280758,Rail,Route A,286.4330285
SKU163,skincare,91.57449381,35,558,51098.56755,Female,61,04-11-2020,18,42,02-12-2020,8,Carrier B,6.297910016,Supplier 4,Chennai,20,870,5,96.75689427,Fail,0.044293564,Sea,Route A,255.0100915
SKU164,haircare,37.59849883,72,138,5188.592838,Male,76,14-12-2020,10,48,31-12-2020,3,Carrier C,2.105846976,Supplier 4,Kolkata,18,909,24,86.03260258,Pending,3.557942502,Road,Route B,414.6727696
SKU165,cosmetics,4.624182482,32,400,1849.672993,Unknown,87,24-08-2017,3,34,09-09-2017,7,Carrier A,3.159731342,Supplier 5,Kolkata,9,597,26,94.85027884,Pending,1.305959857,Rail,Route A,180.4883199
SKU166,cosmetics,2.180809368,10,385,839.6116065,Female,49,18-09-2019,17,23,03-10-2019,4,Carrier B,9.321869393,Supplier 1,Mumbai,11,182,7,59.60129471,Fail,0.787909914,Air,Route A,120.2090823
SKU167,haircare,29.03231404,61,147,4267.750163,Male,90,30-08-2020,4,54,20-09-2020,1,Carrier A,4.588509202,Supplier 5,Bangalore,20,676,27,13.6747611,Pending,1.640261437,Road,Route A,748.9756873
SKU168,cosmetics,79.51369411,80,18,1431.246494,Female,15,14-01-2017,19,71,21-01-2017,2,Carrier C,8.589980281,Supplier 5,Chennai,5,245,5,68.21923075,Fail,1.376549403,Road,Route B,873.9098545
SKU169,skincare,87.56790826,71,881,77147.32718,Unknown,32,22-09-2016,12,46,30-09-2016,2,Carrier C,3.092373914,Supplier 3,Chennai,6,201,8,70.19789649,Fail,2.636080602,Sea,Route B,843.8906342
SKU170,cosmetics,40.35876989,57,421,16991.04212,Female,94,06-05-2020,16,11,30-05-2020,1,Carrier B,2.262112185,Supplier 4,Bangalore,23,535,4,93.11908893,Fail,0.397776867,Road,Route C,750.7953827
SKU171,skincare,15.56877945,12,327,5090.99088,Unknown,49,13-11-2018,19,74,22-11-2018,1,Carrier A,4.591103023,Supplier 2,Mumbai,8,944,29,4.329986587,Pending,3.885887934,Road,Route C,586.3160073
SKU172,skincare,40.56027742,89,477,19347.25233,Non-binary,10,13-06-2018,10,67,03-07-2018,7,Carrier B,2.335116367,Supplier 1,Bangalore,13,595,5,100.1113665,Pass,2.089429387,Sea,Route B,132.9881655
SKU173,haircare,12.5479527,11,601,7541.319571,Unknown,42,20-04-2016,30,82,30-04-2016,9,Carrier B,3.745492173,Supplier 5,Mumbai,1,237,20,23.95814203,Pending,0.359251305,Air,Route A,665.7050429
SKU174,cosmetics,93.00139489,10,450,41850.6277,Female,49,29-07-2017,25,90,07-08-2017,8,Carrier C,5.668569162,Supplier 1,Delhi,1,390,1,62.37321528,Pass,0.502916043,Sea,Route C,571.5475233
SKU175,haircare,10.8291272,9,596,6454.159809,Unknown,35,01-12-2016,29,82,12-12-2016,9,Carrier B,3.808011333,Supplier 5,Mumbai,2,231,26,25.6297498,Pending,0.353177938,Air,Route A,740.9853276
SKU176,haircare,31.18676769,8,631,19678.85041,Non-binary,31,19-12-2016,24,66,15-01-2017,3,Carrier B,3.894744773,Supplier 1,Kolkata,24,482,30,31.85999128,Pass,2.536212023,Road,Route B,836.5105405
SKU177,haircare,35.39364452,3,18,637.0856013,Male,84,08-11-2017,5,47,08-12-2017,6,Carrier B,4.710125989,Supplier 2,Chennai,24,787,27,65.69041733,Pass,3.311236872,Rail,Route A,524.8515597
SKU178,haircare,1.615181572,82,141,227.7406017,Non-binary,81,13-10-2018,29,68,25-10-2018,3,Carrier B,4.883052795,Supplier 4,Bangalore,9,58,15,54.62398277,Fail,2.683155861,Road,Route A,237.8399414
SKU179,haircare,70.73686863,25,33,2334.316665,Non-binary,21,23-02-2018,18,4,06-03-2018,3,Carrier C,7.272607341,Supplier 2,Mumbai,8,100,18,22.40638331,Fail,1.832636642,Rail,Route B,832.6378617
SKU180,haircare,67.07676363,55,803,53862.64119,Non-binary,49,10-09-2020,7,91,11-10-2020,4,Carrier B,2.760669288,Supplier 3,Mumbai,27,244,31,50.25123636,Pending,0.211363207,Road,Route B,181.3106394
SKU181,skincare,24.64141585,48,699,17224.34968,Female,13,01-10-2018,17,19,01-11-2018,8,Carrier A,2.043389628,Supplier 5,Kolkata,23,849,28,40.72556706,Fail,3.407374201,Road,Route A,389.0708404
SKU182,cosmetics,85.02988083,57,602,51187.98826,Unknown,71,27-10-2018,23,6,23-11-2018,6,Carrier B,5.82052075,Supplier 5,Chennai,21,791,2,61.51242147,Pending,0.018697568,Air,Route C,554.3212947
SKU183,skincare,37.97815086,93,474,18001.64351,Non-binary,16,09-10-2018,10,73,30-10-2018,7,Carrier B,2.503730501,Supplier 1,Bangalore,14,563,4,87.8129425,Pass,2.160120275,Sea,Route B,121.4948409
SKU184,skincare,65.62772793,32,981,64380.80109,Unknown,13,03-11-2016,26,80,02-12-2016,1,Carrier A,7.449415114,Supplier 2,Chennai,28,985,25,52.03913207,Pending,3.493233677,Rail,Route B,1007.074821
SKU185,skincare,92.51445505,39,560,51808.09483,Female,68,24-02-2018,19,41,21-03-2018,8,Carrier B,6.249326635,Supplier 4,Chennai,17,888,8,87.96145624,Fail,0.043751329,Sea,Route A,288.6567752
SKU186,cosmetics,104.2575619,8,130,13553.48305,Unknown,81,12-01-2018,1,23,14-02-2018,8,Carrier B,10.84534875,Supplier 1,Kolkata,25,322,14,42.34423239,Pending,1.904806393,Rail,Route B,537.9208995
SKU187,skincare,16.7375699,11,1006,16837.99532,Non-binary,52,30-03-2019,13,83,20-04-2019,2,Carrier C,8.172770318,Supplier 5,Kolkata,19,850,6,91.9549705,Pass,1.695120846,Road,Route B,836.5256105
SKU188,haircare,50.68753372,68,237,12012.94549,Unknown,3,16-11-2020,17,51,07-12-2020,1,Carrier B,8.367453355,Supplier 2,Delhi,20,574,23,62.01349453,Pending,2.608731152,Rail,Route A,462.097572
SKU189,skincare,51.82912656,30,160,8292.66025,Male,0,23-03-2018,15,40,19-04-2018,4,Carrier B,2.736500024,Supplier 3,Chennai,23,457,7,57.60261562,Pending,3.035806109,Rail,Route C,600.7175938
SKU190,skincare,4.331275209,43,75,324.8456406,Male,20,22-08-2017,13,59,13-09-2017,8,Carrier C,3.729273865,Supplier 3,Kolkata,14,300,23,1.01218716,Pending,1.075774724,Sea,Route A,124.4952067
SKU191,haircare,54.64735927,17,356,19454.4599,Unknown,97,28-04-2019,27,59,28-05-2019,4,Carrier B,6.136637979,Supplier 1,Kolkata,26,345,6,42.15987314,Pass,2.782837813,Road,Route B,800.4232394
SKU192,skincare,21.61820591,0,968,20926.42333,Female,19,16-08-2017,8,16,16-09-2017,9,Carrier A,1.534642526,Supplier 3,Kolkata,22,821,18,35.21448457,Pending,2.819624349,Sea,Route A,174.6842775
SKU193,cosmetics,69.42151906,3,262,18188.43799,Female,37,28-04-2017,7,64,21-05-2017,7,Carrier B,8.550814455,Supplier 1,Kolkata,16,354,5,39.653586,Pass,3.991395654,Road,Route B,710.1222929
SKU194,skincare,49.77183104,26,165,8212.352122,Male,10,14-11-2017,17,49,11-12-2017,4,Carrier B,2.458418305,Supplier 3,Chennai,23,411,9,58.31041864,Pending,2.730508781,Rail,Route C,575.2984052
SKU195,haircare,68.8978253,32,19,1309.058681,Non-binary,21,19-12-2018,14,9,02-01-2019,3,Carrier C,7.754935285,Supplier 2,Mumbai,11,134,17,22.34501139,Fail,1.810377822,Rail,Route B,750.7413665
SKU196,haircare,68.7015269,32,27,1854.941226,Non-binary,37,14-10-2020,14,9,27-10-2020,3,Carrier C,6.519433766,Supplier 2,Mumbai,10,119,17,24.03625739,Fail,1.859743683,Rail,Route B,770.6321783
SKU197,skincare,18.55084681,14,383,7104.97433,Female,49,22-02-2020,25,68,31-03-2020,8,Carrier C,4.578344125,Supplier 4,Mumbai,30,912,21,93.56342846,Fail,3.121362049,Rail,Route A,440.6346244
SKU198,cosmetics,83.30348474,81,123,10246.32862,Female,49,22-05-2018,17,89,07-06-2018,9,Carrier C,3.417556177,Supplier 1,Chennai,7,497,16,51.15631507,Fail,0.092182038,Air,Route C,614.5309533
SKU199,haircare,82.08559009,100,611,50154.29555,Unknown,74,05-03-2018,26,75,06-04-2018,10,Carrier A,7.999341655,Supplier 5,Chennai,22,570,19,34.73350861,Pass,4.474782035,Air,Route B,486.9867649
SKU200,haircare,7.725513689,7,320,2472.164381,Male,61,22-05-2019,24,39,25-06-2019,7,Carrier B,8.91455644,Supplier 4,Kolkata,27,848,32,54.92719431,Pending,0.940211672,Road,Route C,847.3882419
SKU201,cosmetics,6.619230708,16,644,4262.784576,Female,84,07-05-2019,3,30,14-05-2019,6,Carrier A,10.15065771,Supplier 2,Bangalore,1,289,10,29.11653683,Pending,1.93037906,Road,Route A,393.7780471
SKU202,haircare,72.85935652,43,344,25063.61864,Unknown,92,09-05-2016,28,86,17-05-2016,4,Carrier A,1.454544271,Supplier 4,Kolkata,4,577,1,32.54805721,Fail,2.317079546,Road,Route B,396.9108646
SKU203,skincare,9.261542698,37,955,8844.773277,Female,21,07-06-2018,23,27,07-07-2018,3,Carrier B,1.901330543,Supplier 2,Delhi,27,670,20,48.8679304,Fail,3.678961223,Air,Route C,421.4654806
SKU204,skincare,59.08176818,64,511,30190.78354,Non-binary,87,13-02-2017,2,28,23-02-2017,3,Carrier B,9.034802556,Supplier 4,Kolkata,7,874,5,80.18943686,Pending,1.324883861,Air,Route A,198.3645951
SKU205,skincare,5.282701756,22,862,4553.688914,Non-binary,0,16-05-2016,5,55,29-05-2016,8,Carrier A,3.946974716,Supplier 1,Delhi,5,376,1,100.2262006,Fail,3.129765308,Air,Route A,942.8422461
SKU206,skincare,34.07371549,96,608,20716.81902,Unknown,0,23-09-2020,25,20,06-10-2020,7,Carrier A,1,Supplier 1,Chennai,6,427,10,10.28851159,Pass,0.60617046,Road,Route B,491.3030344
SKU207,skincare,21.16753841,22,215,4551.020758,Unknown,23,16-08-2016,13,26,25-08-2016,6,Carrier B,1.410317411,Supplier 1,Mumbai,3,537,16,75.58254845,Pass,1.91757753,Rail,Route A,276.978156
SKU208,cosmetics,46.90467841,44,280,13133.30995,Male,92,15-01-2017,27,9,28-01-2017,8,Carrier B,4.443858223,Supplier 2,Mumbai,5,646,27,64.76955775,Pass,0.337042357,Rail,Route B,221.8886866
SKU209,haircare,74.30831372,59,807,59966.80917,Non-binary,66,10-08-2019,6,92,13-09-2019,4,Carrier B,2.702425061,Supplier 3,Mumbai,30,221,31,47.40872319,Pending,0.235010313,Road,Route B,194.1606744
SKU210,cosmetics,69.58472658,79,148,10298.53953,Female,9,01-11-2017,9,12,19-11-2017,7,Carrier C,3.414866901,Supplier 4,Mumbai,11,740,7,11.4435931,Pending,2.9720349,Sea,Route B,485.0924606
SKU211,skincare,99.1516628,75,876,86856.85661,Unknown,36,29-11-2018,13,45,07-12-2018,2,Carrier C,2.974330882,Supplier 3,Chennai,6,248,3,75.04937439,Fail,2.634337636,Sea,Route B,775.8942835
SKU212,skincare,21.07522216,5,959,20211.13805,Female,23,03-02-2016,6,26,05-03-2016,9,Carrier A,1.547296312,Supplier 3,Kolkata,22,912,15,33.99071912,Pending,2.504430255,Sea,Route A,182.1422684
SKU213,cosmetics,53.26125188,77,700,37282.87632,Non-binary,71,04-06-2018,2,84,20-06-2018,5,Carrier B,10.11660512,Supplier 5,Mumbai,11,879,14,6.165878102,Pending,0.609230808,Air,Route B,322.2119753
SKU214,haircare,12.13575025,37,1,12.13575025,Unknown,0,15-03-2020,12,86,28-03-2020,2,Carrier B,8.186640689,Supplier 1,Mumbai,11,934,28,33.74774792,Pending,5.016681693,Air,Route C,144.0865371
SKU215,skincare,18.54611322,11,334,6194.401815,Unknown,49,17-11-2016,17,68,24-11-2016,1,Carrier A,4.927438489,Supplier 2,Mumbai,6,928,29,4.42408584,Pending,4.495331127,Road,Route C,641.84118
SKU216,skincare,97.22614155,97,914,88864.69337,Male,0,27-05-2019,16,51,14-06-2019,9,Carrier B,8.346466429,Supplier 1,Kolkata,9,1009,19,20.8483296,Pending,0.395075476,Rail,Route A,572.4683235
SKU217,skincare,79.61280477,40,775,61699.9237,Unknown,82,10-08-2016,14,60,14-09-2016,4,Carrier C,6.124189174,Supplier 3,Kolkata,31,709,10,27.76382836,Pass,2.096834608,Road,Route A,751.9081877
SKU218,skincare,60.27895548,37,971,58530.86577,Unknown,5,01-06-2020,29,84,03-07-2020,1,Carrier A,7.637730722,Supplier 2,Chennai,31,1007,21,47.33933427,Pending,3.791480352,Rail,Route B,934.2311895
SKU219,haircare,97.46543478,9,357,34795.16022,Male,49,20-01-2020,16,53,20-02-2020,4,Carrier B,7.090354489,Supplier 2,Bangalore,27,158,6,15.52785575,Pass,1.923477617,Rail,Route A,678.2450847
SKU220,haircare,47.7580517,20,108,5157.869584,Unknown,38,19-09-2020,22,39,10-10-2020,7,Carrier C,9.286228105,Supplier 4,Kolkata,14,440,14,79.58592261,Fail,4.781637919,Air,Route A,168.2218407
SKU221,cosmetics,84.59948223,38,365,30878.81101,Male,12,03-06-2016,27,61,22-06-2016,5,Carrier B,1.645549578,Supplier 4,Chennai,14,414,5,48.64653121,Fail,5.026490709,Road,Route A,922.2232633
SKU222,haircare,54.5988739,53,204,11138.17028,Non-binary,31,18-04-2019,23,18,24-04-2019,1,Carrier B,6.191178639,Supplier 3,Bangalore,5,208,12,58.09184662,Pending,0.153901075,Air,Route C,363.2343304
SKU223,cosmetics,44.17338827,58,429,18950.38357,Female,102,15-09-2016,15,15,10-10-2016,1,Carrier B,2.36827528,Supplier 4,Bangalore,24,607,1,100.7477231,Fail,0.377876808,Road,Route C,779.4491464
SKU224,haircare,63.94483069,26,232,14835.20072,Male,46,07-01-2019,1,21,11-02-2019,10,Carrier A,7.755495401,Supplier 2,Bangalore,25,1006,26,58.32635419,Pending,2.298346088,Rail,Route A,1044.241473
SKU225,haircare,3.875256288,60,67,259.6421713,Male,48,04-12-2016,19,9,21-12-2016,9,Carrier A,7.321770128,Supplier 4,Mumbai,8,573,12,63.43906601,Fail,3.676875755,Road,Route A,499.6616049
SKU226,skincare,54.95345341,98,190,10441.15615,Unknown,39,10-09-2020,13,99,01-10-2020,3,Carrier A,4.509278899,Supplier 4,Chennai,18,655,15,83.67795697,Fail,3.413386949,Road,Route C,521.3460534
SKU227,haircare,30.81127346,8,631,19441.91356,Non-binary,39,09-02-2020,22,61,09-03-2020,3,Carrier B,4.619684097,Supplier 1,Kolkata,26,543,27,32.63146364,Pass,2.525841993,Road,Route B,870.3206343
SKU228,haircare,35.23637409,1,16,563.7819854,Male,95,03-08-2020,9,52,01-09-2020,6,Carrier B,5.053715466,Supplier 2,Chennai,23,788,24,59.99875142,Pass,2.963419043,Rail,Route A,503.1562695
SKU229,skincare,92.33862182,8,142,13112.0843,Female,74,03-04-2019,29,76,24-04-2019,6,Carrier C,4.67400175,Supplier 1,Delhi,15,331,7,7.859277504,Fail,0.17447254,Air,Route C,768.0722791
SKU230,cosmetics,67.12228611,34,485,32554.30876,Non-binary,110,05-10-2016,17,31,24-10-2016,7,Carrier B,7.444412804,Supplier 1,Kolkata,12,169,6,1.98870571,Fail,0.404524495,Air,Route A,285.3425188
SKU231,skincare,24.98003432,1,961,24005.81298,Female,26,21-11-2016,7,26,22-12-2016,9,Carrier A,1.605544975,Supplier 3,Kolkata,22,879,17,32.76958818,Pending,2.457495188,Sea,Route A,195.2320816
SKU232,skincare,49.45947006,94,150,7418.920509,Female,26,06-05-2018,29,61,07-06-2018,4,Carrier C,7.406720065,Supplier 5,Bangalore,28,205,9,95.39910445,Fail,5.26987271,Road,Route A,635.9400407
